Traeger,count,mean,std,min,25%,50%,75%,max
Kunsthaut,56.0,2.589674404761905,3.064737627429049,0.16799999999999998,0.6710624999999999,1.36185,3.5446500000000003,14.8104
Wimpern,56.0,1.944256845238095,2.1261569533243456,0.07560000000000001,0.669875,1.3907250000000002,2.4914333333333336,10.538666666666666
