Sample_ID,Feldstaerke,Objekt,Traeger,Mode,Farbe_ID,Replikat,Kategorie_Pigment,Hersteller,Produktname,Inhaltsstoffe
15T_proband_mode3_color14_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T1-FLD2,Dongyun_Tattoo_Ink_red,1,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode3_color14_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T1-FLD2,Dongyun_Tattoo_Ink_red,2,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode4_color14_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T2-TIRM,Dongyun_Tattoo_Ink_red,1,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode4_color14_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T2-TIRM,Dongyun_Tattoo_Ink_red,2,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode5_color14_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,PD-TSE Dixon,Dongyun_Tattoo_Ink_red,1,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode5_color14_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,PD-TSE Dixon,Dongyun_Tattoo_Ink_red,2,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode6_color14_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T1-VIBE,Dongyun_Tattoo_Ink_red,1,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode6_color14_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T1-VIBE,Dongyun_Tattoo_Ink_red,2,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode7_color14_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T1-TSE,Dongyun_Tattoo_Ink_red,1,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode7_color14_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T1-TSE,Dongyun_Tattoo_Ink_red,2,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode1_color15_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,T2-TSE,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode1_color15_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,T2-TSE,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode1_color15_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,T2-TSE,Dongyun_Tattoo_Ink_green,3,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode2_color15_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,SWI,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode2_color15_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,SWI,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode2_color15_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,SWI,Dongyun_Tattoo_Ink_green,3,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode3_color15_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,T1-FLD2,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode3_color15_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,T1-FLD2,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode3_color15_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,T1-FLD2,Dongyun_Tattoo_Ink_green,3,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode4_color15_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,T2-TIRM,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode4_color15_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,T2-TIRM,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode4_color15_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,T2-TIRM,Dongyun_Tattoo_Ink_green,3,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode5_color15_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,PD-TSE Dixon,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode5_color15_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,PD-TSE Dixon,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode5_color15_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,PD-TSE Dixon,Dongyun_Tattoo_Ink_green,3,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode6_color15_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,T1-VIBE,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode6_color15_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,T1-VIBE,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode6_color15_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,T1-VIBE,Dongyun_Tattoo_Ink_green,3,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode7_color15_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,T1-TSE,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode7_color15_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,T1-TSE,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode7_color15_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,T1-TSE,Dongyun_Tattoo_Ink_green,3,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode1_color15_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T2-TSE,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode1_color15_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T2-TSE,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode2_color15_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,SWI,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode2_color15_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,SWI,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode3_color15_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T1-FLD2,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode3_color15_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T1-FLD2,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode4_color15_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T2-TIRM,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode4_color15_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T2-TIRM,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode5_color15_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,PD-TSE Dixon,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode5_color15_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,PD-TSE Dixon,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode6_color15_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T1-VIBE,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode6_color15_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T1-VIBE,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode7_color15_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T1-TSE,Dongyun_Tattoo_Ink_green,1,Tattoo,k.A.,k.A.,k.A.
15T_proband_mode7_color15_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T1-TSE,Dongyun_Tattoo_Ink_green,2,Tattoo,k.A.,k.A.,k.A.
15T_phantom_mode1_blank_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,T2-TSE,Blank,1,Blank,k.A.,k.A.,k.A.
15T_phantom_mode1_blank_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,T2-TSE,Blank,2,Blank,k.A.,k.A.,k.A.
15T_phantom_mode1_blank_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,T2-TSE,Blank,3,Blank,k.A.,k.A.,k.A.
15T_phantom_mode2_blank_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,SWI,Blank,1,Blank,k.A.,k.A.,k.A.
15T_phantom_mode2_blank_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,SWI,Blank,2,Blank,k.A.,k.A.,k.A.
15T_phantom_mode2_blank_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,SWI,Blank,3,Blank,k.A.,k.A.,k.A.
15T_phantom_mode3_blank_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,T1-FLD2,Blank,1,Blank,k.A.,k.A.,k.A.
15T_phantom_mode3_blank_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,T1-FLD2,Blank,2,Blank,k.A.,k.A.,k.A.
15T_phantom_mode3_blank_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,T1-FLD2,Blank,3,Blank,k.A.,k.A.,k.A.
15T_phantom_mode4_blank_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,T2-TIRM,Blank,1,Blank,k.A.,k.A.,k.A.
15T_phantom_mode4_blank_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,T2-TIRM,Blank,2,Blank,k.A.,k.A.,k.A.
15T_phantom_mode4_blank_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,T2-TIRM,Blank,3,Blank,k.A.,k.A.,k.A.
15T_phantom_mode5_blank_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,PD-TSE Dixon,Blank,1,Blank,k.A.,k.A.,k.A.
15T_phantom_mode5_blank_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,PD-TSE Dixon,Blank,2,Blank,k.A.,k.A.,k.A.
15T_phantom_mode5_blank_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,PD-TSE Dixon,Blank,3,Blank,k.A.,k.A.,k.A.
15T_phantom_mode6_blank_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,T1-VIBE,Blank,1,Blank,k.A.,k.A.,k.A.
15T_phantom_mode6_blank_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,T1-VIBE,Blank,2,Blank,k.A.,k.A.,k.A.
15T_phantom_mode6_blank_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,T1-VIBE,Blank,3,Blank,k.A.,k.A.,k.A.
15T_phantom_mode7_blank_Kunsthaut_rep1,1.5 Tesla,Phantom,Kunsthaut,T1-TSE,Blank,1,Blank,k.A.,k.A.,k.A.
15T_phantom_mode7_blank_Kunsthaut_rep2,1.5 Tesla,Phantom,Kunsthaut,T1-TSE,Blank,2,Blank,k.A.,k.A.,k.A.
15T_phantom_mode7_blank_Kunsthaut_rep3,1.5 Tesla,Phantom,Kunsthaut,T1-TSE,Blank,3,Blank,k.A.,k.A.,k.A.
15T_proband_mode1_blank_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T2-TSE,Blank,1,Blank,k.A.,k.A.,k.A.
15T_proband_mode1_blank_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T2-TSE,Blank,2,Blank,k.A.,k.A.,k.A.
15T_proband_mode2_blank_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,SWI,Blank,1,Blank,k.A.,k.A.,k.A.
15T_proband_mode2_blank_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,SWI,Blank,2,Blank,k.A.,k.A.,k.A.
15T_proband_mode3_blank_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T1-FLD2,Blank,1,Blank,k.A.,k.A.,k.A.
15T_proband_mode3_blank_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T1-FLD2,Blank,2,Blank,k.A.,k.A.,k.A.
15T_proband_mode4_blank_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T2-TIRM,Blank,1,Blank,k.A.,k.A.,k.A.
15T_proband_mode4_blank_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T2-TIRM,Blank,2,Blank,k.A.,k.A.,k.A.
15T_proband_mode5_blank_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,PD-TSE Dixon,Blank,1,Blank,k.A.,k.A.,k.A.
15T_proband_mode5_blank_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,PD-TSE Dixon,Blank,2,Blank,k.A.,k.A.,k.A.
15T_proband_mode6_blank_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T1-VIBE,Blank,1,Blank,k.A.,k.A.,k.A.
15T_proband_mode6_blank_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T1-VIBE,Blank,2,Blank,k.A.,k.A.,k.A.
15T_proband_mode7_blank_Kunsthaut_rep1,1.5 Tesla,Proband,Kunsthaut,T1-TSE,Blank,1,Blank,k.A.,k.A.,k.A.
15T_proband_mode7_blank_Kunsthaut_rep2,1.5 Tesla,Proband,Kunsthaut,T1-TSE,Blank,2,Blank,k.A.,k.A.,k.A.
30T_phantom_mode1_color1_lashes_rep1,3.0 Tesla,Phantom,Wimpern,T2-TSE,The Colossal Go Extreme Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode1_color1_lashes_rep2,3.0 Tesla,Phantom,Wimpern,T2-TSE,The Colossal Go Extreme Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode1_color1_lashes_rep3,3.0 Tesla,Phantom,Wimpern,T2-TSE,The Colossal Go Extreme Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode2_color1_lashes_rep1,3.0 Tesla,Phantom,Wimpern,SWI,The Colossal Go Extreme Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode2_color1_lashes_rep2,3.0 Tesla,Phantom,Wimpern,SWI,The Colossal Go Extreme Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode2_color1_lashes_rep3,3.0 Tesla,Phantom,Wimpern,SWI,The Colossal Go Extreme Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode3_color1_lashes_rep1,3.0 Tesla,Phantom,Wimpern,T1-FLD2,The Colossal Go Extreme Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode3_color1_lashes_rep2,3.0 Tesla,Phantom,Wimpern,T1-FLD2,The Colossal Go Extreme Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode3_color1_lashes_rep3,3.0 Tesla,Phantom,Wimpern,T1-FLD2,The Colossal Go Extreme Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode4_color1_lashes_rep1,3.0 Tesla,Phantom,Wimpern,T2-TIRM,The Colossal Go Extreme Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode4_color1_lashes_rep2,3.0 Tesla,Phantom,Wimpern,T2-TIRM,The Colossal Go Extreme Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode4_color1_lashes_rep3,3.0 Tesla,Phantom,Wimpern,T2-TIRM,The Colossal Go Extreme Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode5_color1_lashes_rep1,3.0 Tesla,Phantom,Wimpern,PD-TSE Dixon,The Colossal Go Extreme Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode5_color1_lashes_rep2,3.0 Tesla,Phantom,Wimpern,PD-TSE Dixon,The Colossal Go Extreme Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode5_color1_lashes_rep3,3.0 Tesla,Phantom,Wimpern,PD-TSE Dixon,The Colossal Go Extreme Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode6_color1_lashes_rep1,3.0 Tesla,Phantom,Wimpern,T1-VIBE,The Colossal Go Extreme Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode6_color1_lashes_rep2,3.0 Tesla,Phantom,Wimpern,T1-VIBE,The Colossal Go Extreme Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode6_color1_lashes_rep3,3.0 Tesla,Phantom,Wimpern,T1-VIBE,The Colossal Go Extreme Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode7_color1_lashes_rep1,3.0 Tesla,Phantom,Wimpern,T1-TSE,The Colossal Go Extreme Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode7_color1_lashes_rep2,3.0 Tesla,Phantom,Wimpern,T1-TSE,The Colossal Go Extreme Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_phantom_mode7_color1_lashes_rep3,3.0 Tesla,Phantom,Wimpern,T1-TSE,The Colossal Go Extreme Waterproof Mascara,3,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_proband_mode1_color1_lashes_rep1,3.0 Tesla,Proband,Wimpern,T2-TSE,The Colossal Go Extreme Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_proband_mode1_color1_lashes_rep2,3.0 Tesla,Proband,Wimpern,T2-TSE,The Colossal Go Extreme Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_proband_mode2_color1_lashes_rep1,3.0 Tesla,Proband,Wimpern,SWI,The Colossal Go Extreme Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_proband_mode2_color1_lashes_rep2,3.0 Tesla,Proband,Wimpern,SWI,The Colossal Go Extreme Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_proband_mode3_color1_lashes_rep1,3.0 Tesla,Proband,Wimpern,T1-FLD2,The Colossal Go Extreme Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_proband_mode3_color1_lashes_rep2,3.0 Tesla,Proband,Wimpern,T1-FLD2,The Colossal Go Extreme Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_proband_mode4_color1_lashes_rep1,3.0 Tesla,Proband,Wimpern,T2-TIRM,The Colossal Go Extreme Waterproof Mascara,1,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
30T_proband_mode4_color1_lashes_rep2,3.0 Tesla,Proband,Wimpern,T2-TIRM,The Colossal Go Extreme Waterproof Mascara,2,Kosmetik,Maybelline New York,The Colossal Go Extreme! Volum’ Waterproof Mascara,"Ultramarines, Mica, CI 77891 (Titanium Dioxide), CI 75470 (Carmine), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77742 (Manganese Violet), CI 77510 (Ferric Ferrocyanide)"
